,mobile_name,mobile_price,mobile_rating,ROM(Storage),Camera,Processor,Website
42,"APPLE iPhone 14 Plus (Blue, 256 GB)","ýýý83,990",4.5,128 GB ROM,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-plus-midnight-128-gb/p/itm4199ea6bcd38b?pid=MOBGHWFH3JX6NWWY&lid=LSTMOBGHWFH3JX6NWWYMPOXPI&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_2_43&otracker=search&otracker1=search&iid=b25e6d22-a10b-4e7e-87ea-6f47bac62d54.MOBGHWFH3JX6NWWY.SEARCH&ssid=cg6qfmede80000001672605128742&qH=3e7fa8c51e2e4986
43,"APPLE iPhone 13 Pro (Graphite, 512 GB)","ýýý1,29,900",4.6,128 GB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-space-black-128-gb/p/itm6e6711f2982c8?pid=MOBGHWFHZBHSYBBW&lid=LSTMOBGHWFHZBHSYBBWR0WJJK&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_2_44&otracker=search&otracker1=search&iid=b25e6d22-a10b-4e7e-87ea-6f47bac62d54.MOBGHWFHZBHSYBBW.SEARCH&ssid=cg6qfmede80000001672605128742&qH=3e7fa8c51e2e4986
44,"APPLE iPhone 11 (Yellow, 128 GB)","ýýý93,990",4.6,256 GB ROM,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-plus-blue-256-gb/p/itm78e5012107786?pid=MOBGHWFH7QBPGBKT&lid=LSTMOBGHWFH7QBPGBKTFPQCRC&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_2_45&otracker=search&otracker1=search&iid=b25e6d22-a10b-4e7e-87ea-6f47bac62d54.MOBGHWFH7QBPGBKT.SEARCH&ssid=cg6qfmede80000001672605128742&qH=3e7fa8c51e2e4986
45,"APPLE iPhone 14 Plus (Midnight, 256 GB)","ýýý45,999",4.5,128 GB ROM,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-11-yellow-128-gb/p/itm7030edc9e100e?pid=MOBFWQ6BWTSBJSHY&lid=LSTMOBFWQ6BWTSBJSHY8DCRKM&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_2_46&otracker=search&otracker1=search&iid=b25e6d22-a10b-4e7e-87ea-6f47bac62d54.MOBFWQ6BWTSBJSHY.SEARCH&ssid=cg6qfmede80000001672605128742&qH=3e7fa8c51e2e4986
46,"APPLE iPhone 13 mini (Blue, 512 GB)","ýýý1,29,990",4.5,512 GB ROM,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-pro-graphite-512-gb/p/itm5c4ef35fbe69f?pid=MOBG6VF5GATJFTGE&lid=LSTMOBG6VF5GATJFTGEMOHDXR&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_2_47&otracker=search&otracker1=search&iid=b25e6d22-a10b-4e7e-87ea-6f47bac62d54.MOBG6VF5GATJFTGE.SEARCH&ssid=cg6qfmede80000001672605128742&qH=3e7fa8c51e2e4986
47,"APPLE iPhone 14 (Purple, 256 GB)","ýýý93,990",4.6,256 GB ROM,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-plus-midnight-256-gb/p/itm88d8a3cfa6dc6?pid=MOBGHWFH4EZCPYYY&lid=LSTMOBGHWFH4EZCPYYYGYS2XK&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_2_48&otracker=search&otracker1=search&iid=b25e6d22-a10b-4e7e-87ea-6f47bac62d54.MOBGHWFH4EZCPYYY.SEARCH&ssid=cg6qfmede80000001672605128742&qH=3e7fa8c51e2e4986
48,"APPLE iPhone 14 Pro Max (Silver, 512 GB)","ýýý79,990",4.7,512 GB ROM,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-mini-blue-512-gb/p/itm5db9409858571?pid=MOBG6VF5APJEYWTY&lid=LSTMOBG6VF5APJEYWTY59UTGJ&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_49&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBG6VF5APJEYWTY.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
49,"APPLE iPhone 14 Plus (Purple, 256 GB)","ýýý83,990",4.5,256 GB ROM,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-purple-256-gb/p/itmb2bf402090fae?pid=MOBGHWFHQHE7ZPSB&lid=LSTMOBGHWFHQHE7ZPSBUUK6V6&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_50&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHQHE7ZPSB.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
50,"APPLE iPhone 12 (Blue, 256 GB)","ýýý88,199",4.6,256 GB ROM,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,https://www.flipkart.com/apple-iphone-12-pro-gold-256-gb/p/itm43a6a8ee7a1e7?pid=MOBFWBYZ9NGKZS9W&lid=LSTMOBFWBYZ9NGKZS9WYZ2SXA&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_51&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBFWBYZ9NGKZS9W.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
51,"APPLE iPhone 14 ((PRODUCT)RED, 256 GB)","ýýý1,69,900",4.6,512 GB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-max-silver-512-gb/p/itm450e8757732f9?pid=MOBGHWFHEQA2GSCS&lid=LSTMOBGHWFHEQA2GSCSRTXNPU&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_52&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHEQA2GSCS.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
52,"APPLE iPhone 13 mini (Green, 512 GB)","ýýý93,990",4.5,256 GB ROM,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-plus-purple-256-gb/p/itm871debcfe760c?pid=MOBGHWFHNJZZRHEN&lid=LSTMOBGHWFHNJZZRHENYREPF6&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_53&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHNJZZRHEN.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
53,"APPLE iPhone 14 Plus ((PRODUCT)RED, 256 GB)","ýýý83,990",4.5,256 GB ROM,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-product-red-256-gb/p/itmc370e3b74a893?pid=MOBGHWFHVPXVSKNJ&lid=LSTMOBGHWFHVPXVSKNJN7AM82&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_54&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHVPXVSKNJ.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
54,"APPLE iPhone 12 (Red, 64 GB)","ýýý79,990",4.6,512 GB ROM,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-mini-green-512-gb/p/itm41135d7d42fd7?pid=MOBGC9VGDNZAWJY4&lid=LSTMOBGC9VGDNZAWJY4P6XUAD&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_55&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGC9VGDNZAWJY4.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
55,"APPLE iPhone 14 Pro Max (Space Black, 128 GB)","ýýý93,990",4.7,256 GB ROM,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-plus-product-red-256-gb/p/itm10fcca8adbdf9?pid=MOBGHWFHSGETUPHE&lid=LSTMOBGHWFHSGETUPHEFD6SNV&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_56&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHSGETUPHE.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
56,"APPLE iPhone 14 Pro Max (Silver, 256 GB)","ýýý54,499",4.7,64 GB ROM,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,https://www.flipkart.com/apple-iphone-12-blue-64-gb/p/itm5778ad0d0d255?pid=MOBFWBYZ8DNJNY7N&lid=LSTMOBFWBYZ8DNJNY7NK9PX3E&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_57&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBFWBYZ8DNJNY7N.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
57,"APPLE iPhone 14 Pro (Silver, 128 GB)","ýýý1,39,900",4.7,128 GB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-max-space-black-128-gb/p/itm9aed88fe43457?pid=MOBGHWFHCNVGGMZF&lid=LSTMOBGHWFHCNVGGMZFHADKOT&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_58&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHCNVGGMZF.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
58,"APPLE iPhone 14 Pro (Gold, 128 GB)","ýýý54,499",4.7,64 GB ROM,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,https://www.flipkart.com/apple-iphone-12-red-64-gb/p/itm3481e4053d500?pid=MOBFWBYZDP6QCQ8F&lid=LSTMOBFWBYZDP6QCQ8FPGCIEN&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_59&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBFWBYZDP6QCQ8F.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
59,"APPLE iPhone 14 Pro (Deep Purple, 512 GB)","ýýý1,29,900",4.7,128 GB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-silver-128-gb/p/itm6933eb5fb30fb?pid=MOBGHWFHGQGUHWRK&lid=LSTMOBGHWFHGQGUHWRKM5ZB1P&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_60&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHGQGUHWRK.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
60,"APPLE iPhone 13 mini (Pink, 512 GB)","ýýý1,49,900",4.5,256 GB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-max-silver-256-gb/p/itm111e35f4e1caa?pid=MOBGHWFHBERP6PNS&lid=LSTMOBGHWFHBERP6PNSLVMTQZ&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_61&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHBERP6PNS.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
61,"APPLE iPhone SE (Red, 64 GB)","ýýý1,29,900",4.5,128 GB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-gold-128-gb/p/itme5895e593585d?pid=MOBGHWFHXPC3NFFY&lid=LSTMOBGHWFHXPC3NFFYGGZRVC&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_62&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHXPC3NFFY.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
62,"APPLE iPhone 14 Pro (Gold, 256 GB)","ýýý79,990",4.7,512 GB ROM,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-mini-pink-512-gb/p/itm56980f8bb46c6?pid=MOBG6VF5GF68DUG4&lid=LSTMOBG6VF5GF68DUG4VS6PG2&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_63&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBG6VF5GF68DUG4.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
63,"APPLE iPhone 13 Pro (Gold, 512 GB)","ýýý1,59,900",4.6,512 GB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-deep-purple-512-gb/p/itm8b019143e0c10?pid=MOBGHWFH9YZ9HBFP&lid=LSTMOBGHWFH9YZ9HBFPSBJ0XT&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_64&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFH9YZ9HBFP.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
64,"APPLE iPhone 14 Pro Max (Space Black, 512 GB)","ýýý28,990",4.7,64 GB ROM,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,https://www.flipkart.com/apple-iphone-se-red-64-gb/p/itm0397b268761f6?pid=MOBFWQ6B5SFXGTNG&lid=LSTMOBFWQ6B5SFXGTNGBFPGGR&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_65&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBFWQ6B5SFXGTNG.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
65,"APPLE iPhone 13 ((PRODUCT)RED, 512 GB)","ýýý1,39,900",4.7,256 GB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-gold-256-gb/p/itm9b3566b996597?pid=MOBGHWFHGGXGCRRP&lid=LSTMOBGHWFHGGXGCRRPMG0BN2&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_66&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHGGXGCRRP.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
66,"APPLE iPhone 14 Pro Max (Space Black, 1 TB)","ýýý1,29,990",4.7,512 GB ROM,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-pro-gold-512-gb/p/itm837d2a477d50f?pid=MOBG6VF5F5CYZHTV&lid=LSTMOBG6VF5F5CYZHTVXBQYBO&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_67&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBG6VF5F5CYZHTV.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
67,"APPLE iPhone 14 Pro Max (Gold, 512 GB)","ýýý1,69,900",4.7,512 GB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-max-space-black-512-gb/p/itm68fe95bfc58dd?pid=MOBGHWFHSTGZHYAT&lid=LSTMOBGHWFHSTGZHYATB2NFQI&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_68&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHSTGZHYAT.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
68,"APPLE iPhone 13 Pro (Alpine Green, 512 GB)","ýýý83,999",4.6,512 GB ROM,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-product-red-512-gb/p/itmf3f96f20817ae?pid=MOBG6VF56S584SAP&lid=LSTMOBG6VF56S584SAPUMOIR0&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_69&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBG6VF56S584SAP.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
69,"APPLE iPhone 13 Pro (Sierra Blue, 1 TB)","ýýý1,89,900",4.6,1 TB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-max-space-black-1-tb/p/itm60b62b9408788?pid=MOBGHWFHSHH7UP2Y&lid=LSTMOBGHWFHSHH7UP2YTSCSQN&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_70&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHSHH7UP2Y.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
70,"APPLE iPhone 13 Pro (Alpine Green, 1 TB)","ýýý1,69,900",4.6,512 GB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-max-gold-512-gb/p/itm6ab4bc3095a65?pid=MOBGHWFHZAXBEPXV&lid=LSTMOBGHWFHZAXBEPXV68V4P1&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_71&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGHWFHZAXBEPXV.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
71,"APPLE iPhone 14 (Blue, 512 GB)","ýýý1,29,990",4.6,512 GB ROM,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-pro-alpine-green-512-gb/p/itma7d23735b0adc?pid=MOBGC9VG6VG3TZMT&lid=LSTMOBGC9VG6VG3TZMT8TP7HU&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_3_72&otracker=search&otracker1=search&iid=784aae2f-d043-4980-98af-048c18cf9a87.MOBGC9VG6VG3TZMT.SEARCH&ssid=t0p4au6wy80000001672605131570&qH=3e7fa8c51e2e4986
72,"APPLE iPhone 7 (Black, 32 GB)","ýýý1,49,990",4.5,1 TB ROM,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-pro-sierra-blue-1-tb/p/itm777e2efa08500?pid=MOBG6VF5GNRGPUAU&lid=LSTMOBG6VF5GNRGPUAUY4FSU3&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_73&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBG6VF5GNRGPUAU.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
73,"APPLE iPhone 14 Pro (Deep Purple, 1 TB)","ýýý1,49,990",4.7,1 TB ROM,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-pro-alpine-green-1-tb/p/itm0a811e7f354b8?pid=MOBGC9VGHFQHFAZE&lid=LSTMOBGC9VGHFQHFAZEAZRXTB&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_74&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBGC9VGHFQHFAZE.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
74,"APPLE iPhone 13 Pro (Gold, 128 GB)","ýýý1,19,900",4.6,128 GB ROM,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-pro-alpine-green-128-gb/p/itme0fb6eeb46a42?pid=MOBGC9VGERMGXNZW&lid=LSTMOBGC9VGERMGXNZWJPH7HB&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_75&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBGC9VGERMGXNZW.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
75,"APPLE iPhone 13 mini ((PRODUCT)RED, 512 GB)","ýýý1,03,990",4.5,512 GB ROM,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-blue-512-gb/p/itm6f59f7f999d00?pid=MOBGHWFHYRWUSHCF&lid=LSTMOBGHWFHYRWUSHCFXIUNTH&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_76&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBGHWFHYRWUSHCF.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
76,"APPLE iPhone 13 Pro Max (Silver, 512 GB)","ýýý31,500",4.6,32 GB ROM,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor,https://www.flipkart.com/apple-iphone-7-black-32-gb/p/itmen6daftcqwzeg?pid=MOBEMK62PN2HU7EE&lid=LSTMOBEMK62PN2HU7EEF7TO4A&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_77&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBEMK62PN2HU7EE.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
77,"APPLE iPhone 14 Pro Max (Silver, 1 TB)","ýýý1,79,900",4.7,1 TB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-deep-purple-1-tb/p/itm7c1a62ebc5ecc?pid=MOBGHWFHEUDJH7TG&lid=LSTMOBGHWFHEUDJH7TGHCCLIH&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_78&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBGHWFHEUDJH7TG.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
78,"APPLE iPhone 13 Pro Max (Alpine Green, 1 TB)","ýýý1,19,900",4.6,128 GB ROM,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-pro-gold-128-gb/p/itm9547bf22f1980?pid=MOBG6VF5G2HGWZH3&lid=LSTMOBG6VF5G2HGWZH3243H5Q&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_79&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBG6VF5G2HGWZH3.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
79,"APPLE iPhone 13 Pro Max (Sierra Blue, 1 TB)","ýýý79,990",4.6,512 GB ROM,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-mini-product-red-512-gb/p/itm585815ebac94c?pid=MOBG6VF556QXTVKD&lid=LSTMOBG6VF556QXTVKDTZIF55&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_80&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBG6VF556QXTVKD.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
80,"APPLE iPhone 12 Pro (Gold, 128 GB)","ýýý1,39,990",4.5,512 GB ROM,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-pro-max-silver-512-gb/p/itm282cb973542f0?pid=MOBG6VF5FHNYCMTS&lid=LSTMOBG6VF5FHNYCMTSI00AMV&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_81&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBG6VF5FHNYCMTS.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
81,"APPLE iPhone 14 Pro (Gold, 512 GB)","ýýý1,89,900",4.7,1 TB ROM,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor",https://www.flipkart.com/apple-iphone-14-pro-max-silver-1-tb/p/itm674918cf10f1d?pid=MOBGHWFHHURZWVKE&lid=LSTMOBGHWFHHURZWVKEAO46IE&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_82&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBGHWFHHURZWVKE.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
82,"APPLE iPhone 13 mini (Midnight, 512 GB)","ýýý1,59,990",4.5,1 TB ROM,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,https://www.flipkart.com/apple-iphone-13-pro-max-alpine-green-1-tb/p/itm85829ae4949a7?pid=MOBGC9VGF6TPMQKZ&lid=LSTMOBGC9VGF6TPMQKZ5TZPK4&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_83&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBGC9VGF6TPMQKZ.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
83,"APPLE iPhone 13 Pro Max (Alpine Green, 512 GB)","ýýý78,899",4.6,128 GB ROM,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,https://www.flipkart.com/apple-iphone-12-pro-gold-128-gb/p/itma14a108237af5?pid=MOBFWBYZMDJZMHA9&lid=LSTMOBFWBYZMDJZMHA9SVNUXV&marketplace=FLIPKART&q=iphones&store=tyy%2F4io&srno=s_4_84&otracker=search&otracker1=search&iid=d1a596b2-1e5f-4ed9-a9e0-56a1aedc2445.MOBFWBYZMDJZMHA9.SEARCH&ssid=m6ss6ghsyo0000001672605134584&qH=3e7fa8c51e2e4986
